;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
5162;IND;;2095;1993;AO EXECUTIVO MUNICIPAL ASSUNTO: RESERVAR UM MÍNIMO DE 5% DOS LEITOS DA REDE HOSPITALAR MUNICIPAL PARA OS PACINETES PORTADORES DA MOLÉSTIA DE CÓLERA.;;HOSPITAL MUNICIPAL/LEITO HOSPITALARCOLERA;;;;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO
5163;IND;;2096;1993;AO SR. PREFEITO ASSUNTO: CANALIZAÇÃO DO CÓRREGO DAS ÁGUAS ESPRAIADAS, NO BAIRRO DO BROOKLIN.;;CORREGO AGUA ESPRAIADA/BROOKLINCANALIZACAO DE CORREGO;;AR-SA;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
5165;IND;;2098;1993;AO SR. PREFEITO ASSUNTO: PROVIDÊNCIAS JUNTO AS EMPRESAS AUTARQUIAS E OUTROS ÓRGÃOS COMPETENTES, NO SENTIDO DE SEREM INFORMADOS DOS PRAZOS LEGAIS PARA RESPOSTAS AOS PEDIDOS DE INFORMAÇÕES.;;INFORMACAO DO EXECUTIVO/PRAZO REGIMENTAL/SANCAOPRESTACAO DE INFORMACAO;;;;TEREZA CRISTINA SOUZA LAJOLO;PARTIDO DOS TRABALHADORES
5216;IND;;2149;1993;AO SR. PREFEITO ASSUNTO: PLACA COM O NOME DAS RUAS, LOCAL: RUA PEDRO DE CASTRO VELHO E RUA ANTÔNIO LÁZARO, BAIRRO: SAPOPEMBA.;;;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
5360;IND;;2293;1993;AO SR. PREFEITO ASSUNTO: LIMPEZA DE BUEIROS DO BAIRRO BARRA FUNDA.;;LIMPEZA DE BUEIROBARRA FUNDA;;AR-SE;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
5361;IND;;2294;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE PRAÇA, LOCAL: TERRENO EM FRENTEAO TERMINAL BARRA FUNDA DO METRÔ.;;ESTACAO DE METRO BARRA FUNDA/PRACABARRA FUNDA;;AR-SE;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
5430;IND;;2363;1993;SR. PREFEITO / CANALIZACAO DO CORREGEO DO MILHO, ERMELINO MATARAZ ZO, AR/MP;;ERMELINO MATARAZZO/CANALIZACAO DE CORREGOCORREGO DO MILHO;;AR-MP;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5489;IND;;2422;1993;AO ELETROPAULO ASSUNTO:COMUNICAR OS MORADORES DOS BAIRROS QUANDO HOUVER NECESSIDADE DE INTERRUPÇÃO DE FORNECIMENTO DE ENERGIA ELETRICA.;;INFORMACAO PUBLICA/ELETROPAULOENERGIA ELETRICA;;;;AURELIO NOMURA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
5545;IND;;2478;1993;"SR. PREFEITO / DISCIPLINAR O USO DE ESTACIONAMENTO EM AREA PUBLI CA NAS IMEDIACOES DOS MERCADOS MUNICIPAIS E SACOLOES, ATRAVES DE DECRETO NOS MESMOS MOLDES DAS ATUAIS ""ZONAS AZUIS""";;ESTACIONAMENTO/SACOLAO/MERCADO MUNICIPALZONA AZUL;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
5558;IND;;2491;1993;AO SR. PREFEITO ASSUNTO: IMPLANTAÇÃO DE ESCOLAS PROFISSIONALIZANTES.;;ADOLESCENTE/ENSINO PROFISSIONALIZANTEESCOLA MUNICIPAL PROFISSIONALIZANTE;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
5574;IND;;2507;1993;AO SR. PREFEITO ASSUNTO: AUTORIZAÇÃO PARA QUE A AV. BRUMADO DE MINAS, POSSA SER UTILIZADA COMO ÁREA DE LAZER.;;;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
5683;IND;;2616;1993;AO SR. PREFEITO ASSUNTO: RENOVAÇÃO DA FROTA DE VIATURAS POLI CIAIS, LOCAL: 54 DP, BAIRRO: GUAIANAZES.;;GUAIANASES/VIATURA POLICIALDISTRITO POLICIAL, 54.;;AR-IQ;;DALMO PESSOA DE ALMEIDA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
5684;IND;;2617;1993;SR. PREFEITO REARBORIZAÇÃO NAS RUAS DO BAIRRO DA MOOCA, MOOCA, AR-MO;;ARBORIZACAOMOOCA;;AR-MO;;VICENTE BENEDITO VISCOME;PARTIDO PROGRESSISTA BRASILEIRO
5722;IND;;2655;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UM HOSPITAL COM PRONTO SOCORRO, LOCAL: DISTRITO GUAIANAZES, BAIRRO: LAJEADO.;;HOSPITAL MUNICIPAL/LAJEADOLAJEADO (DISTRITO)/PRONTO SOCORRO MUNICIPAL;;AR-IQ;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
5724;IND;;2657;1993;AO SR. PREFEITO ASSUNTO: INSTALAÇÃO DE UM POSTO DE SAÚDE, LOCAL BUTANTÃ, BAIRRO: INOCOOP.;;BUTANTA (DISTRITO)/POSTO DE SAUDEINOCOOP;;AR-BT;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
5726;IND;;2659;1993;AO SR. PREFEITO ASSUNTO: INSTALAÇÃO DE UM POSTO DE SAÚDE, LOCAL PARI, BAIRRO: BOM RETIRO.;;BOM RETIRO/POSTO DE SAUDEBOM RETIRO (DISTRITO);;AR-SE;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
5729;IND;;2662;1993;AO SR. PREFEITO ASSUNTO: INSTALAÇÃO DE UM POSTO DE SAÚDE, LOCAL SANTANA, BAIRRO: LAUZANE PAULISTA.;;SANTANA (DISTRITO)/LAUZANE PAULISTAPOSTO DE SAUDE;;AR-ST;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
5735;IND;;2668;1993;SR. PREFEITO -FECHAMENTO COM HORÁRIO PARA USO DE PRAÇAS EXISTENTE NA REGIÃO DO BAIRRO DO BROOKLIN NOVO PAULISTA;;PRACA/CERCA/BROOKLIN NOVOHORARIO;;AR-SA;;EDER JOFRE;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
5744;IND;;2677;1993;SR. PREFEITO VELOCIDADE DE 100 KM/H JUNTO AS PISTAS INTERNAS DAS MARGINAIS TIETÊ E PINHEIROS;;MARGINAL DO RIO PINHEIROS/VELOCIDADEMARGINAL DO RIO TIETE;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5745;IND;;2678;1993;SR. PREFEITO DIMINUIR O ALUGUEL DOS PERMISSIONARIOS DO MERCADO DE TUCURUVI, TENDO EM VISTA O IMPLANTAÇÃO DO CÂNDIA-HIPERMERCADOS;;ALUGUEL/PERMISSIONARIO DE MERCADO MUNICIPALTUCURUVI/MERCADO MUNICIPAL DO TUCURUVI/LOCACAO;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5752;IND;;2685;1993;SR. PREFEITO ARBORIZAÇÃO JUNTO AS MARGINAIS TIETÊ E PINHEIROS;;ARBORIZACAO/MARGINAL DO RIO TIETEMARGINAL DO RIO PINHEIROS;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5758;IND;;2691;1993;AO SR. PREFEITO ASSUNTO: ILUMINAÇÃO ESPECIAL DOS MONUMENTOS E OBRAS DE ARTE DA CIDADE DE S. PAULO.;;MONUMENTO/OBRA ARTISTICAILUMINACAO;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5912;IND;;2845;1993;SR. SECRETARIO DA SEGURANCA PUBIBLICA POLICIAMENTO DO CENTRO DESPORTIVO MUNICIPAL UNIAO RIO BRANCO, PENHA, AR/PENHA;;CDM UNIAO RIO BRANCO/PENHAPOLICIAMENTO;;AR-PE;;DALMO PESSOA DE ALMEIDA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
5972;IND;;2905;1993;AO SR. PREFEITO ASSUNTO: QUE OS TAXIS SEJAM AUTORIZADOS A ESTACIONAR, GRATUITAMENTE, NAS ZONAS AZUIS, DURANTE O HORÁRIO DE ALMOÇO DAS 11:00 ÀS 14:00 HS.;;ALMOCO/ESTACIONAMENTO/ZONA AZULTAXI;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
5980;IND;;2913;1993;AO SECRETÁRIO DE ESPORTES E TURISMO DO MUNICÍPIO, NO SENTIDO DE SEREM OBJETIVADOS ESTUDOS PARA A CESSÃO AOS GRUPOS DE 3A. IDADE, DAS QUADRAS COBERTAS, NOS CENTROS EDUCACIONAIS.;;IDOSO/CENTRO EDUCACIONAL E ESPORTIVO - CEECESSAO DE ESPACO ESPORTIVO/ATIVIDADE SOCIAL;;;;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO
5984;IND;;2917;1993;AO SR. PREFEITO ASSUNTO: REMIÇÃO DE ENTULHO, LOCAL: ÁREA PRÓXI MA AO CEMITÉRIO DO REDENTOR E PROTESTANTE.;;HIGIENOPOLIS/CEMITERIO PROTESTANTEENTULHO/CEMITERIO DO REDENTOR;;AR-SE;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6039;IND;;2972;1993;AO SR. PREFEITO ASSUNTO: COLOCAÇÃO DE CAMADA DE ASFALTO, LOCAL: RUA FRANCISCO DA CUNHA, BAIRRO: CIDADE A.E. CARVALHO.;;;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
6119;IND;;3052;1993;AO SR. PREFEITO ASSUNTO: EXECUTAR UMA LIMPEZA DE BUEIROS NO BAIRRO DE RIO PEQUENO.;;RIO PEQUENOLIMPEZA DE BUEIRO;;AR-BT;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6121;IND;;3054;1993;AO SR. PREFEITO ASSUNTO: CRIAR UM CENTRO ESPORTIVO MUNICIPAL NO BAIRRODE RIO PEQUENO.;;RIO PEQUENOCLUBE DESPORTIVO MUNICIPAL;;AR-BT;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6135;IND;;3068;1993;AO SR. PREFEITO ASSUNTO: RETOMADA DE OBRAS, LOCAL: AV. JAGUARÉ, BAIRRO: RIO PEQUENO.;;JAGUARE/OBRAS PUBLICASRIO PEQUENO;;AR-BT;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6142;IND;;3075;1993;AO SR. PREFEITO ASSUNTO: CANALIZAÇÃO DE CÓRREGO, LOCAL: CÓRREGO INHUMAS, BAIRRO: PARQUE LAR NACIONAL.;;CANALIZACAO DE CORREGO/CORREGO INHUMASLAR NACIONAL;;AR-VP;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6242;IND;;3175;1993;AO SR. PREFEITO ASSUNTO: IMPLANTAÇÃO DE UMA BIBLIOTECA NO CENTRO DO BAIRRO DE JARAGUÁ.;;JARAGUA/AR PIRITUBA/JARAGUABIBLIOTECA PUBLICA;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
6249;IND;;3182;1993;AO SR. PREFEITO ASSUNTO:IMPLANTAR SISTEMA DE MANUTENÇÃO GRATUÍ TA DOS PRÉDIOS DE REDE DE ENSINO MUNICIPAL, POR EMPRESAS PARTICULARES.;;EMPRESA PRIVADA/PROPAGANDA/ESCOLA MUNICIPALREFORMA E CONSERVACAO DE EDIFICIOS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6251;IND;;3184;1993;AO SR. PREFEITO ASSUNTO: IMPLANTADO NAS MARGINAIS DOS RIOS TIETÊ E PINHEIROS, SERVIÇOS ININTERRUPTO DE APOIO AO MOTORISTAS QUE POR ALÍ TRAFEGAM.;;SEGURANCA NO TRANSITO/MARGINAL DO RIO PINHEIROSMARGINAL DO RIO TIETE;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6252;IND;;3185;1993;AO SR. PREFEITO ASSUNTO: EFETUEM-SE ESTUDOS ATRAVÉS DO SETOR COMPETENTES, PARA O PLANTIO DE ÁRVORES FRUTÍFERAS NAS ÁREAS MU NICIPAIS, INAPTAS PARA A INSTALAÇÃO DE EQUIPAMENTOS PÚBLICOS.;;AREA MUNICIPALARVORE FRUTIFERA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6254;IND;;3187;1993;AO SR. PREFEITO ASSUNTO: ESTUDAR A POSSIBILIDADE DO REPLANTIO NAS MARGENS RIOS TIETÊ E PINHEIROS, DAS ÁRVORESQUE POR QUALQUER MOTIVO TENHAM QUE SER REMOVIDAS NESTE MUNICIPIO.;;MARGINAL DO RIO TIETE/ARBORIZACAOMARGINAL DO RIO PINHEIROS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6256;IND;;3189;1993;AO SR. PREFEITO ASSUNTO: POSSIBILIDADES DE FACULTAR AS EMPRE SAS PRIVADAS, A CONSTRUÇÃO E MANUTENÇÃO GRATUÍTA DE ABRIGOS PA DRONIZADOS NOS PONTOS DE ÔNIBUS DESTA CIDADE.;;ABRIGO DE ONIBUS/ESPACO PUBLICITARIOPROPAGANDA/EMPRESA PRIVADA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6257;IND;;3190;1993;AO SR. PREFEITO ASSUNTO: A ADMINISTAÇÕES MUNICIPAIS DESENVOLVA ESTUDOS VISANDO A CRIAÇÃO DE UM CENTRO DE AMPARO A IDOSOS, EX CLUSIVAMENTE PARA SERVIDORES MUNICIPAIS APOSENTADOS E PENSIONISTAS.;;CENTRO DE AMPARO AOS IDOSOS/SERVIDOR APOSENTADOCONSIGNACAO EM FOLHA DE PAGAMENTO/PENSIONISTA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6279;IND;;3212;1993;SR. PREFEITO IMPLANTACAO DE UM SACOLAO MUNICIPAL, BAIRRO BALNEA RIO SAO FRANCISCO, SANTO AMARO;;BALNEARIO SAO FRANCISCOSACOLAO;;AR-SA;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
6299;IND;;3232;1993;AO SR. PREFEITO ASSUNTO: ALTERADO O CRITÉRIO ESTABELECIDO NA LEI 11.035 DE 11 DE JULHO DE 1991.;;ALTERACAO DE LEI/GRATIFICACAO DE DIFICIL ACESSOLEI 11.035/91;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
6303;IND;;3236;1993;AO SR. PREFEITO ASSUNTO: REFORMA DE VELÓRIO, LOCAL: CEMITÉRIO DO BRÁS, BAIRRO: BRÁS.;;VELORIO/QUARTA PARADA/CEMITERIO DO BRASREFORMA E CONSERVACAO DE EDIFICIOS;;AR-MO;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
6304;IND;;3237;1993;AO EXMO SR.GOVERNADOR DO ESTADO DE SÃO PAULO, SOLICITO QUE EM TO DO CONCURSO PÚBLICO, SEJAM OS CANDIDATOS COMUNICADOS PREVIAMENTE DO DIA, HORA E LOCAL DA REALIZAÇÃO DAS PROVAS.;;CONCURSO PUBLICO/CANDIDATOCOMUNICACAO DE PROVA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6356;IND;;3289;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UM POSTO DE SAÚDE, PARA OS MORADORES DO BAIRRO BALNEÁRIO SÃO FRANCISCO, STO AMARO.;;BALNEARIO SAO FRANCISCOPOSTO DE SAUDE;;AR-SA;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
6357;IND;;3290;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UMA ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL, PARA OS MORADORES, DO BAIRRO BALNEÁRIO SÃO FRANCISCO, STO. AMARO.;;ESCOLA MUNICIPAL DE EDUCACAO INFANTILBALNEARIO SAO FRANCISCO;;AR-SA;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
6360;IND;;3293;1993;AO SR. PREFEITO ASSUNTO: IMPLANTAÇÃO DE UM SACOLÃO MUNICIPAL. PARA OS MORADORES DO BAIRRO BALNEÁRIO, SÃO FRANCISCO STO AMARO.;;SACOLAOBALNEARIO SAO FRANCISCO;;AR-SA;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
6403;IND;;3336;1993;SR. PREFEITO / IMPLANTACAO DE UMA LINHA DE ONIBUS QUE FACA O TRA JETO DA ESTACAO DO METRO SANTA CRUZ AO HOSPITAL DAS CLINICAS,PAS SANDO PELA R.DOMINGOS DE MORAES, AV.SEN.CASEMIRO DA ROCHA, AV.JO SE MARIA WHITAKER, ETC.;;ESTACAO DE METRO SANTA CRUZ/LINHA DE ONIBUSHOSPITAL DAS CLINICAS/ITINERARIO DE ONIBUS;;;;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR
6554;IND;;3487;1993;SR. PREFEITO ESTABELIDA UMA NOVA ESCALA DE VENCIMENTOS PROPRIAS, PARA OS FUNCIONARIOS DA SAUDE;;PREFEITO/VENCIMENTOS/SERVIDOR DA SAUDEOFICIO/QUADRO DE PESSOAL DA SAUDE;;;;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO
6555;IND;;3488;1993;SR. PREFEITO CONSTRUCAO DE MUROS DE FECHO E PASSEIOS, PARA A LIMPEZA DE TERRENOS E CANCELANDO AS MULTAS IMPOSTAS SE OS RESPON SAVEIS PELOS IMOVEIS TIVEREM SANADO AS IRREGULARIDADES DENTRO DO PRAZO ESTIPULADO NAS MESMAS;;CALCADA/MURO/LIMPEZA DE TERRENO/LEGISLACAOPRAZO PARA REGULARIZACAO DE IMOVEL;;;;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO
6580;IND;;3513;1993;AO EXECUTIVO MUNICIPAL ASSUNTO: DENOMINAR UM LOGRADOURO PÚBLICO INOMINADO OU ESTABELECIMENTO DE ENSINO DO MUNICÍPIO O NOME DO DIGNÍSSIMO CORONEL DO EXÉRCITO ANTONIO LEPIANE.;;ANTONIO LEPIANE/DENOMINACAO DE ESCOLA/HOMENAGEMDENOMINACAO DE LOGRADOURO;;;;JOAO BRASIL VITA;PARTIDO PROGRESSISTA BRASILEIRO
6639;IND;;3572;1993;SR. PREFEITO RESTAURAÇÃO DE UM VAGÃO DE TREM, DESIGNANDO UMA PRAÇA ÚBLICA DO BAIRRO DO JAÇANÃ PARA A SUA INSTALAÇÃO E TRANSFOR MÁ-LO EM MUSEU SIMBOLIZANDO O MARCO HISTÓRICO DA REGIÃO;;JACANA/PRACA/MUSEUTREM;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6702;IND;;3635;1993;AO SR. PREFEITO ASSUNTO: VARRIÇÃO DE RUAS E CALÇADAS, LOCAL: BAIRRO DO PARAÍSO.;;PARAISO/LIMPEZA DE CALCADA/VARRICAOLIMPEZA PUBLICA;;AR-VM;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6740;IND;;3673;1993;SR. PREFEITO CANALIZACAO DO CORREGO DA VILA CLARA, SITUADA NO SUBDISTRITO DE PIRITUBA;;AR PIRITUBA/JARAGUA/CANALIZACAO DE CORREGOCORREGO DA VILA CLARA/PIRITUBA;;;;ALEXANDRE FREUA NETO;PARTIDO PROGRESSISTA BRASILEIRO
6814;IND;;3747;1993;SR. PREFEITO OBRIGAR OS SERVIDORES MUNICIPAIS ATIVOS A EXAMES PERIODICOS DE SANIDADE FISICA E MENTAL;;EXAME MEDICO/SECRETARIA MUNICIPAL DA SAUDE - SMSSERVIDOR MUNICIPAL;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6861;IND;;3794;1993;SR. PREFEITO ESTUDOS PARA QUE O PERCENTUAL RECEBIDO PELOS SERVI DORES MUNICIPAIS INCLUIDOS NA JORNADA DE TRABALHO CORRESPONDENTE A PRESTACAO DE 40 HORAS DE TRABALHO SEMANAIS H-EO, SEJA ALTERADO DOS ATUAIS 33% PARA 80%.;;GRATIFICACAO/SERVIDOR MUNICIPAL/REGIME H-40VENCIMENTOS/HORARIO DE TRABALHO;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
6932;IND;;3865;1993;AO SR. SUPERINTENDENTE DO INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS PROPOSIÇÃO NO SENTIDO DE QUE SEJAM ISENTADOS DA TAXA DE LICENÇA DE PESCA AMADORA AO APOSENTADOS.;;IBAMA/ISENCAO TRIBUTARIA/PESCA AMADORISTICAAPOSENTADO;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
6934;IND;;3867;1993;AO SR. PRFEITO ASSUNTO: CONSTRUÇÃO DE POSTO DE SAÚDE,NO BOSQUE DA SAÚDE.;;POSTO DE SAUDEBOSQUE DA SAUDE;;AR-VM;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6935;IND;;3868;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE CRECHE, LOCAL: BOSQUE DA SAÚDE.;;BOSQUE DA SAUDECRECHE;;AR-VM;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
6980;IND;;3913;1993;SR. PREFEITO TOMADAS DAS MEDIDAS CABIVEIS PERTINENTES E NECES SARIAS AO CUMPRIMENTO DO DISPOSTO DA LEI 10.272/87;;POLICIAMENTO/COMPETENCIA DA GCM/BENS MUNICIPAISGUARDA CIVIL METROPOLITANA - GCM/VIGILANCIA;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
7069;IND;;4002;1993;AO SR. PREFEITO ASSUNTO: SEJAM TOMADAS AS MEDIDAS NECESSÁRIAS, DE FORMA QUE AS CATRACAS DOS ÔNIBUS QUE CIRCULAM PELA CIDADE DE SÃO PAULO, SEJAM DISPOSTA NOS REFERIDOS COLETIVOS DE MANEIRA A POSSIBILITAR A PASSAGEM DAS CRIANÇAS.;;CATRACA DE ONIBUS/ONIBUS/CRIANCAPASSAGEIRO DE ONIBUS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
7075;IND;;4008;1993;SR. PREFEITO APROVAR SUBVENCAO DE VERBAS PARA A FUNDACAO ITALO BRASILEIRO UMBERTO I (EX-MATARAZZO), LOCALIZADO NA AL. RIO CLARO 190;;ASSISTENCIA MEDICO HOSPITALAR/SUBVENCAOHOSPITAL HUMBERTO I/FECHAMENTO DE HOSPITAL;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
7175;IND;;4108;1993;SR. PREFEITO DINSPENSA DO FUNCIONARIO PUBLICO MUNICIPAL NO DIA DE ANIVERSARIO;;DISPENSA DE PONTO/SERVIDOR MUNICIPALANIVERSARIO;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7176;IND;;4109;1993;SR. PREFEITO IMPLANTAR UM POLICIAMENTO DA GUARDA CIVIL METROPO LITANA JUNTO AS ESCOLAS E CRECHES MUNICIPAIS;;CRECHE/ESCOLA MUNICIPAL/POLICIAMENTOGUARDA CIVIL METROPOLITANA - GCM;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7181;IND;;4114;1993;SR. PREFEITO AUMENTO DOS POSTOS DE VENDA DE PASSES DO TRABALHADOR E ESCOLAR E DESTINADO PELO MENOS UM A REGIA DA CAPELA DO SOCO RRO;;POSTO DE VENDA/PASSE ESCOLAR/CAPELA DO SOCORROBILHETE DO TRABALHADOR;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
7193;IND;;4126;1993;SR. PREFEITO ESTUDOS VISANDO AMPLIACAO DO CEMITERIO MUNICIPAL DE PARELHEIROS;;AMPLIACAO DE CEMITERIO/CEMITERIO DE PARELHEIROSPARELHEIROS;;AR-CS;;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO
7318;IND;;4251;1993;SR. PREFEITO CRIAÇÃO DA BANDA MUSICAL MUNICIPAL DE SÃO PAULO;;PREFEITO/BANDAS E FANFARRASMUSICA/BANDA MUSICAL MUNICIPAL DE SAO PAULO;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
7321;IND;;4254;1993;SR. PREFEITO CRIAÇÃO DE CASA DE CULTURA NO TREMEMBÉ, AR/ST;;TREMEMBECASA DE CULTURA;;AR-ST;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7322;IND;;4255;1993;SR. PREFEITO CRIAÇÃO DE CASA DE CULTURA, TUCURUVI, AR/ST;;TUCURUVICASA DE CULTURA;;AR-ST;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7324;IND;;4257;1993;SR. PREFEITO CRIAÇÃO DA CASA DE CULTURA, JAÇANÃ, AR/ST;;CASA DE CULTURAJACANA;;AR-ST;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7350;IND;;4283;1993;"SR. PREFEITO / POLICIAMENTO NA AREA COMERCIAL DO BAIRRO DO BRAS E CRIACAO DE UM TERMINAL DE ONIBUS E INFRA-ESTRUTURA RESPECTIVA PA RA RECEBER OS DENOMINADOS ""SACOLEIROS""";;BRAS/INFRA ESTRUTURA/SACOLEIRO/TERMINAL DE ONIBUSPOLICIAMENTO;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
7351;IND;;4284;1993;"SR. PREFEITO / ACESSO DOS PROPRIETARIOS DE ESTABELECIMENTOS COMER CIAIS E ESCRITORIOS, COM SEUS AUTOMOVEIS PARTICULARES NAS RUAS DO CENTRO E, PARTICULARMENTE, NOS DENOMINADOS ""CALCADOES APOS AS 22: 00 HS";;CALCADAO/ZONA CENTRAL/VEICULO/PROPRIETARIOHORARIO NOTURNO;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
7357;IND;;4290;1993;AO SR. PREFEITO ASSUNTO: SER INSTITUIDO O ENSINO PROFISSIONALI ZANTE DE 1O. GRAU DO MUNICÍPIO DE S. PAULO.;;ENSINO DE PRIMEIRO GRAU/ENSINO PROFISSIONALIZANTEESCOLA MUNICIPAL DE PRIMEIRO GRAU;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
7374;IND;;4307;1993;SR. PREFEITO CANALIZACAO DO CORREGO DA GAMELINHA, ITAQUERA, AR/ IQ;;ITAQUERA/CANALIZACAO DE CORREGOCORREGO GAMELINHA;;AR-IQ;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
7376;IND;;4309;1993;SR. PREFEITO CANALIZACAO DO CORREGO DA MINA, ITAQUER, AR/IQ;;ITAQUERA/CANALIZACAO DE CORREGOCORREGO DA MINA;;AR-IQ;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
