;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
2312;IND;;1114;1992;"À SRA. PREFEITA ASSUNTO: SEJA CRIADO UM ESPAÇO DE UM PRÓPRIO PÚBLICO MUNICIPAL, DEDICADO A LIVROS E A LEITUTRA, A SER DENOMI NADO ""ESPAÇO CAIO GRACO PADRO"".";;CAIO GRACO PRADO/ESPACO CAIO GRACO PRADODENOMINACAO DE ESPACO CULTURAL;;;;FRANCISCO WHITAKER FERREIRA;PARTIDO DOS TRABALHADORES
2314;IND;;1116;1992;INDICA A EXMA.PREFEITA PARA QUE CONCEDA GRATIFICAÇÃO AOS SOLDADOS DO FOGO DA POLÍCIA MILITAR DE S.PAULO SEDIADOS NA CAPITAL, QUE ATUAM EM SITUAÇÕES EMERGENCIAIS, ENCAMINHANDO SUGESTÃO DE PROJETO.;;BOMBEIRO MILITAR/GRATIFICACAO/LEI 11.053/91CORPO DE BOMBEIROS/POLICIAL MILITAR;;;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2378;IND;;1180;1992;À SRA. PREFEITA ASSUNTO: INTERLIGAÇÃO DOS COMPUTADORES DA PRO DAM COM OS DOS DESPACHANTES, FACILITANDO DESSE MODO O ACESSO À EMISSÃO DO EXTRATO DAS MULTAS DE TRÂNSITO.;;COMPUTADOR/INTERLIGACAO DE COMPUTADORES/PRODAMDESPACHANTE/MULTA DE TRANSITO;;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
2414;IND;;1216;1992;AO SECRETÁRIO MUNICIPAL DE TRANSPORTES ASSUNTO: OFICIALIZAÇÃO DO PONTO DE PERUS KOMBI, QUE TRANSPORTAM PASSAGEIROS DA ESTAÇÃO DO JARAGUÁ PARA LAPA DE BAIXO, DEFRONTE A ESTAÇÃO SANTOS JUNDIAÍ.;;ESTACAO FERROVIARIA JARAGUA/PONTO DE LOTACAOESTACAO FERROVIARIA LAPA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
2439;IND;;1241;1992;SRA. PREFEITA REFLORESTAR O CREMATÓRIO DE VILA ALPINA, VILA ALPINA, AR/VP;;REFLORESTAMENTOCREMATORIO;;AR-VP;VILA ALPINA;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2454;IND;;1256;1992;SRA. PREFEITA COLOCAÇÃO DE LOMBADAS NA RUA JOAPITANGA ENTRE RU AS SUCURUÁS E GOITI, CIDADE A.E.CARVALHO;;LOMBADA/REDUTOR DE VELOCIDADEJOAPITANGA. R.;;AR-PE;CIDADE A. E. CARVALHO;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2531;IND;;1333;1992;À SECRETARIA DE SEGURANÇA PÚBLICA ASSUNTO: PROVIDÊNCIAS NO SEN TIDO DE SER DETERMINADO POLICIAMENTO OSTENSIVO NA ESTAÇÃO MARECHAL DEODORO DO METRÔ, UMA VEZ QUE ESTÃO ASSALTANDO IDOSOS QUE VÃO RETIRAR SEUS VALES-TRANSPORTE.;;POLICIAMENTO/ESTACAO DE METRO MAR. DEODORO/ASSALTOIDOSO;;;;JOSE LUIZ B. ANDRADE FIGUEIRA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2551;IND;;1353;1992;"SRA. PREFEITA DENOMINAR ""CAIO GRACO PRADO"" UM DOS PRÓPRIOS MUNI CIPAIS PERTENCENTES A SECRETARIA MUNICIPAL DE CULTURA";;CAIO GRACO PRADO/DENOMINACAO DE PROPRIO MUNICIPALSECRETARIA MUNICIPAL DE CULTURA - SMC;;;;ADRIANO DIOGO;PARTIDO DOS TRABALHADORES
2583;IND;;1385;1992;SRA. PREFEITA EFETIVA DESCENTRALIZAÇÃO NOS PONTOS DE VENDAS DO VALE-TRANSPORTE DA C.M.T.C.. OBJETIVANDO PROPORCIONAR MAIOR SEGURANÇA AOS MUNICIPES QUE SE UTILIZAM DESSES LOCAIS;;CMTC/POSTO DE VENDAVALE TRANSPORTE;;;;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2643;IND;;1445;1992;À SRA. PREFEITA ASSUNTO: MANTER AS LINHAS DE ÔNIBUS TODA A NOITE, LOCAL: EM TODA A PERIFERIA DA CIDADE, BAIRRO: BAIRROS PERIFÉRICOS DE GRANDE CONCENTRAÇÃO DE HABITANTES.;;ONIBUS NOTURNO/PERIFERIA URBANATRABALHO NOTURNO;;;;ARSELINO ROQUE TATTO;PARTIDO DOS TRABALHADORES
2667;IND;;1469;1992;AO GOVERNADOR DO ESTADO DE SÃO PAULO, NECESSIDADE DE ALTERAÇÃO NO INCISO V DO ARTIGO 9O. DA LEI 6606, DE 20/12/89.;;IPVA/ISENCAO TRIBUTARIA/TAXI/LOTACAO (TRANSPORTE)LEI 06.606/89 (ESTADUAL);;;;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2688;IND;;1490;1992;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE CRECHE E POSTO DE SAÚDE NO JARDIM MAIA SÃO MIGUEL PAULISTA.;;POSTO DE SAUDECRECHE;;AR-MP;JARDIM MAIA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2734;IND;;1536;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAR ÁREAS DE LAZER NA CIDADE TIRADENTES ZONA LESTE DA CAPITAL.;;AREA DE LAZERGUAIANASES;;AR-IQ;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2735;IND;;1537;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAR NOVAS ESCOLAS NA CIDADE TIRADENTES, ZONA LESTE DA CAPITAL.;;GUAIANASESESCOLA MUNICIPAL;;AR-IQ;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2736;IND;;1538;1992;À SRA. PREFEITA ASSUNTO: OTIMIZAR A COLETA DE LIXO NA CIDADE TIRADENTES, ZONA LESTE DA CAPITAL.;;GUAIANASESCOLETA DE LIXO;;AR-IQ;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2737;IND;;1539;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAR REDE DE ÁGUA E ESGOTO EM TO DOS OS SETORES DA CIDADE TIRADENTES, ZONA LESTE DA CAPITAL.;;GUAIANASES/REDE DE AGUAREDE DE ESGOTO;;AR-IQ;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2738;IND;;1540;1992;À SRA. PREFEITA ASSUNTO: RENOVAÇÃO DA FROTA DE AMBULÂNCIA E A REABILITAÇÃO DA FARMÁCIA DO P.A. DRA. GLORIA DOS SANTOS BONFIM, ZONA LESTE DA CAPITAL.;;AMBULANCIA/GUAIANASES/FARMACIAPAM DRA. GLORIA RODRIGUES DOS SANTOS BONFIM;;;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2739;IND;;1541;1992;À SRA. PREFEITA ASSUNTO:CONSTRUÇÃO DE UM HOSPITAL NA CIDADE TIRADENTES, ZONA LESTE DA CAPITAL.;;GUAIANASESHOSPITAL MUNICIPAL;;AR-IQ;CIDADE TIRADENTES;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2764;IND;;1566;1992;SRA. PREFEITA PAVIMENTAÇÃO DA TRAVESSA PARTICULAR, VILA JUSSARA ITAQUERA, AR/IQ;;TRAVESSA PARTICULAR/ITAQUERAPAVIMENTACAO;;AR-IQ;VILA JUSSARA;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2781;IND;;1583;1992;SRA. PREFEITA MEDIDAS VISANDO A PREVENÇÃO DE ENCHENTES NA REGIÃO DA VILA ALABAMA, ITAIM PAULISTA;;INUNDACAO;;AR-MP;VILA ALABAMA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2782;IND;;1584;1992;SABESP DESOBSTRUÇÃO DOS BUEIROS NA VILA ALABAMA - ITAIM PAULISTA;;BUEIRO/LIMPEZA DE BUEIROSABESP;;AR-MP;VILA ALABAMA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2789;IND;;1591;1992;SR. SECRETÁRIO DE SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO INS TALAÇÃO DE UM DISTRITO POLICIAL NA REGIÃO DO JD. DO IBIRAPUERA E ADJACÊNCIAS;;DISTRITO POLICIAL/PARELHEIROSSECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;AR-CS;JARDIM IBIRAPUERA (SANTO;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2857;IND;;1659;1992;À SRA. PREFEITA ASSUNTO: AUMENTAR O NÚMERO DE CARROS DA LINHA DE ÔNIBUS 702 C, LINHA JARDIM BONFIGLIOLI BELÉM.;;BELEM/LINHA DE ONIBUS 702C/FROTA DE ONIBUSONIBUS;;;JARDIM BONFIGLIOLI;ALFREDO MARTINS;PARTIDO DA FRENTE LIBERAL
2875;IND;;1677;1992;À SRA. PREFEITA ASSUNTO: APRESENTAÇÃO DE PROJETO DO EXECUTIVO MUNICIPAL DISPÕE SOBRE DIRETOS E VANTAGENS DOS PROFISSIONAIS DO ENSINO MUNICIPAL.;;PL 352/92/PROFESSOR/VANTAGENS DE SERVIDORQUADRO DE ENSINO MUNICIPAL/SERVIDOR CONTRATADO;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
2876;IND;;1678;1992;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE CRECHE, LOCAL: JARDIMDA COSNQUISTA BAIRRO: SAPOPEMBA.;;CRECHESAPOPEMBA;;AR-VP;JARDIM DA CONQUISTA;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2893;IND;;1695;1992;SRA. PREFEITA IMPLANTAÇÃO DE LINHA DE ÔNIBUS NO JD.ELIANE-METRO VILA MATILDE, V.MATILDE;;ESTACAO DE METRO VILA MATILDE/LINHA DE ONIBUSVILA MATILDE;;;JARDIM ELIANE;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2969;IND;;1771;1992;À SRA. PREFEITA ASSUNTO: CANALIZAÇÃO DE CÓRREGO, LOCAL: VILA MARILENE, BAIRRO: VILA MARILENE - GUAIANASES.;;GUAIANASESCANALIZACAO DE CORREGO;;AR-IQ;VILA MARILENA;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2985;IND;;1787;1992;SRA. PREFEITA PAVIMENTAÇÃO DE RUAS NO JD. NOVA CONQUISTA SÃO MATHEUS;;PAVIMENTACAO;;AR-SM;JARDIM NOVA CONQUISTA;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2987;IND;;1789;1992;À SRA. PREFEITA ASSUNTO:CONSTRUÇÃO DE ESCOLA DE 1O. GRAU,LOCAL: JARDIM RODOLFO PIRANI, BAIRRO: SÃO MATHEUS.;;ESCOLA MUNICIPAL DE PRIMEIRO GRAU;;AR-SM;JARDIM RODOLFO PIRANI;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2988;IND;;1790;1992;À SRA. PREFEITA ASSUNTO:CONSTRUÇÃO DE ESCOLA DE 1O. GRAU,LOCAL: JARDIM VILA CARRÃO, BAIRRO: SÃO MATHEUS.;;ESCOLA MUNICIPAL DE PRIMEIRO GRAU;;AR-SM;JARDIM VILA CARRAO;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3001;IND;;1803;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAÇÃO DE LINHA DE ÔNIBUS, LOCAL: PONTO INICIAL NA AV. BUENOS AIRES X RUA ENTRE RIOS, PROXIMIDADES DO PARQUE INFANTIL, BAIRRO: VILA BUENOS AIRES PENHA.;;ESTACAO DE METRO VILA MATILDE/ONIBUSVILA BUENOS AIRES (AR-PE)/LINHA DE ONIBUS;;;VILA MATILDE;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3005;IND;;1807;1992;À SRA. PREFEITA ASSUNTO:INSTALAÇÃO DE LINHA DE ÔNIBUS ESTAÇÃO BARRA FUNDA DO METRÔ/CASA VERDE. LOCAL: ESTAÇÃO CASA VERDE DO METRÔ/CASA VERDE, BAIRRO: BARRS FUNDA E CASA VERDE AR/FREGUESIA DO Ó.;;ONIBUS/ESTACAO DE METRO BARRA FUNDA/CASA VERDELINHA DE ONIBUS/BARRA FUNDA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3010;IND;;1812;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO RAPADURA, AR/MO;;CORREGO RAPADURACANALIZACAO DE CORREGO;;AR-MO;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3011;IND;;1813;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO VERDE, AR/ITAQUERA/GUAIANA SES;;CORREGO VERDECANALIZACAO DE CORREGO;;AR-IQ;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3012;IND;;1814;1992;SRA. PREFEITA RETIFICAÇÃO E CANALIZAÇÃO DO CÓRREGO ARICANDUVA VILA ARICANDUVA -AR/MO E AR/PE;;CANALIZACAO DE CORREGO/CORREGO ARICANDUVAAR-PE;;AR-MO;VILA ARICANDUVA;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3014;IND;;1816;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO RIO BONITO, AR/MO;;CANALIZACAO DE CORREGOCORREGO RIO BONITO;;AR-MO;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3025;IND;;1827;1992;À SRA. PREFEITA ASSUNTO:INSTALAÇÃO DE UMA CRECHE NO BAIRRO, LOCAL: BAIRRO CAMPOS ELÍSEOS.;;CAMPOS ELISEOSCRECHE;;AR-SE;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
3034;IND;;1836;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS ESCORPIÁO, JOÃO DE MENDONÇA E VICENTE LOPES, BAIRRO: CIDADE SATÉLITE SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3035;IND;;1837;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO - COMPLEMENTAÇÃO, LOCAL: RUA SEBASTIÃO PIMENTEL, BAIRRO: JARDIM COLONIAL SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3036;IND;;1838;1992;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE ESCADARIA, LOCAL: VIELA DA RUA VERCÍNIO PEREIRA DE SOUZA, ALT. SO NO. 580, BAIRRO: JARDIM TIETÊ SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3037;IND;;1839;1992;À SRA. PREFEITA ASSUNTO: REFORMA, LOCAL: CENTRO EDUCACIONAL E ESPORTIVO RUMI DE RANIERI, BAIRRO: JARDIM NOSSA SENHORA DO CARMOITAQUERA.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3038;IND;;1840;1992;À SRA. PREFEITA ASSUNTO: PROLONGAMENTE DE VIA, LOCAL: ESTRADA DO LIMOEIRO, BAIRRO: 3A. DIVISÃO SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3039;IND;;1841;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL:RUAS VICENTE TURNO JABOTICABEIRA E DAS FLORES, BAIRRO: 3A. DIVISÃO SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3040;IND;;1842;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS JOÃO ROSA, DAS OLIVEIRAS, E MONSSUETO DE SOUZA AMARAL, BAIRRO: 3A. DIVISÃOSÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3041;IND;;1843;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: AV. RECANTO VERDE SOL E RUA DA INDEPENDÊNCIA, BAIRRO: JARDIM LIMOEIRO I -SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3042;IND;;1844;1992;À SRA. PREFEITA ASSUTNO: COMPLEMENTAÇÃO DE PAVIMENTAÇÃO, LOCAL: RUA ELIS REGINA E PRAÇA STA RITA DE CÁSSIA, BAIRRO:JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3043;IND;;1845;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS CLARA NUNES E AROLDO DOS SANTOS, BAIRRO: JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3044;IND;;1846;1992;À SRA. PREFEITA ASSSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS ADONIRAN BARBOSA E ALMEIDA SANTOS, BAIRRO: JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3045;IND;;1847;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS MAIZA MATARAZZO, PIXINGUINHA, AGOSTINHO DOS SANTOS E ESTRADA DO PALANQUE. BAIRRO: JARDIM LIMOEIRO II - SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3046;IND;;1848;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO. LOCAL: RUAS ARI BARROSO, CARLOS ALEXANDRE E DALVA DE OLIVEIRA, BAIRRO: JARDIM LIMOEIRO IISÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3047;IND;;1849;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: AV. LUIZ GONZAGA E RAUL SEIXAS, E RUA ATAULFO ALVES, BAIRRO: JARDIM LIMOEIRO II SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3048;IND;;1850;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL:RUA AMADOR PEREIRA BAIRRO: VILA INDUSTRIAL AR/VILA PRUDENTE.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3049;IND;;1851;1992;À SRA. PREFEITA -ASSUNTO: CONSTRUÇÃO DE CRECHE, LOCAL: BAIRRO 3A. DIVISÃO, BAIRRO: SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3050;IND;;1852;1992;SRA. PREFEITA CONSTRUÇÃO DE CRECHE NA RUA FLORIANO DE TOLEDO, JD. N.S.DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3051;IND;;1853;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA R. VITÓRIO AZALIM, ALTURA DOS NOS. 655 E 611, NA RUA JOSÉ MARIA FERREIRA SANTOS, ALTURA DO NO. 88, JD. TIETÊ -SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3052;IND;;1854;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA R. GERÔNIMO DE ABREU DO VALE, ALTURA DOS NOS. 6, 22, E 40, JD.N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3053;IND;;1855;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA RUA FLORIANO DE TOLEDO, ALTURA DO NO. 241,JD.N.SRA.DO CARMO,ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3054;IND;;1856;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL, ES TRADA DO IGUATEMI, ALTURA DO NO. 7481, JD. IGUATEMI SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3055;IND;;1857;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO DO PELEGRINO, JD. N.SRA.DO CARMO, ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3056;IND;;1858;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO DA RUA DOS MARIANOS, 3A. DIVISÃO -SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3057;IND;;1859;1992;SRA. PREFEITA CANALLIZAÇÃO DA VIELA SANITÁRIA - ENTRE AS RUAS PACARI DA MATA E GUSTAVO LEBLOL-800, VILA INDUSTRIAL AR/V.PRUDENTE;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3058;IND;;1860;1992;SRA. PREFEITA -CONSTRUÇÃO DE AREA DE LAZER ENTRE AS RUAS LOPES DE MEDEIROS E GERÔNIMO DE ABREU DO VALE - JD. N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3059;IND;;1861;1992;SRA. PREFEITA COLOCAÇÃO DE NUMERAÇÃO DOS IMÓVEIS, NA RUA GERÔNI MO DE ABREU DO VALE, JD. N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3060;IND;;1862;1992;SRA. PREFEITA ILUMINAÇÃO NO JD. LIMOEIRO II, SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3061;IND;;1863;1992;SRA. PREFEITA REGULARIZAÇÃO DE LOTEAMENTO NO JD. LIMOEIRO II, SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3062;IND;;1864;1992;SRA. PREFEITA CONSTRUÇÃO DE CENTRO DESPORTIVO - POSTO DE SAÚDE E ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL,BAIRRO 3A. DIVISÃOSÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3063;IND;;1865;1992;SRA. PREFEITA REGULARIZAÇÃO DE LOTEAMENTO NO JD. DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3064;IND;;1866;1992;SRA. PREFEITA CONSTRUÇÃO DE CRECHE E ESCOLA MUNICIPAL NO JD.DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3065;IND;;1867;1992;SRA. PREFEITA PAVIMENTAÇÃO DA RUA CAPITÃO MOR LÁZARO DA COSTA, JD.STO. ANDRÉ,SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3066;IND;;1868;1992;SRA. PREFEITA PAVIMENTAÇÃO DA RUAS CHICO MENDES, UNIÃO E 58,JD. DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3067;IND;;1869;1992;SRA. PREFEITA CANALIZAÇÃO DA FAIXA SANITÁRIA ENTRE AS RUAS MA NOEL VELHO MOREIRA E FRANCISCO SANTA MARIA, JD. COLONIALSÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3073;IND;;6;1993;AO SR. PREFEITO ASSUNTO: AUMENTAR O MURO DO CEMITÉRIO S. PAULO NA ESQUINA DA AV. SUMARÉ COM A RUA CARDEAL ARCO VERDE, LOCAL: AV. SUMARÉ ESQUINA COM RUA CARDEAL ARCO VERDE, BAIRRO: PINHEIROS AR/ PINHEIROS - ITAIM BIBI.;;CEMITERIO SAO PAULOMURO;;AR-PI;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3074;IND;;7;1993;AO SR. PREFEITO ASSUNTO: REGULARIZAR AS VIAS PÚBLICAS DO JARDIM LIMOEIRO DA 3A. DIVISÃO EM SÃO MATEUS A FIM DE QUE OS MORADORES DA REGIÃO POSSAM BENEFICIAR-SE DE ÁGUA DISTRIBUIDA PELA SABESP.;;OFICIALIZACAO DE LOGRADOURO/SAO MATEUSREDE DE AGUA/REGULARIZACAO DE LOTEAMENTO;;;JARDIM LIMOEIRO;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
3080;IND;;13;1993;SR. PREFEITO PAVIMENTAÇÃO NA RUA JOSHEY LEÃO SITUADA NO SÍTIO DA FIGUEIRA;;;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
3081;IND;;14;1993;SR. PREFEITO INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA NA RUA JOSHEY LEÃO, SÍTIO DA FIGUEIRA;;;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
3104;IND;;37;1993;SR. PREFEITO CANALIZAÇÃO DE CÓRREGO RAPADURA, VILA SANTO ESTEVÃO.;;CANALIZACAO DE CORREGOCORREGO RAPADURA;;AR-MO;VILA SANTO ESTEVAO;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
